Période (Trimestre);Date;Catégorie;Tranche d'âge;Nb moyen demandeur emploi;Nb moyen demandeur emploi Homme;Nb moyen demandeur emploi Femme;Différence Nb demandeur emploi trimestre précédent;Nb moyen entrées;Nb moyen sorties;Nb moyen demandeur emploi longue durée;Code Officiel Département;Nom Officiel Département;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
2004-T1;2004-01;C;Indifférent;5950;;;20.0;;;;974;Réunion;04;La Réunion;REU
2010-T4;2010-10;C;Indifférent;8100;;;320.0;;;;974;Réunion;04;La Réunion;REU
2001-T4;2001-10;D;Indifférent;3710;;;310.0;;;;974;Réunion;04;La Réunion;REU
2004-T2;2004-04;D;Indifférent;4110;;;20.0;;;;974;Réunion;04;La Réunion;REU
2005-T3;2005-07;D;Indifférent;3160;;;-760.0;;;;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;D;Indifférent;3180;;;20.0;;;;974;Réunion;04;La Réunion;REU
2007-T1;2007-01;D;Indifférent;3270;;;-120.0;;;;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;D;Indifférent;3040;;;180.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;D;Indifférent;3530;;;0.0;;;;974;Réunion;04;La Réunion;REU
2018-T4;2018-10;E;Indifférent;9390;;;220.0;;;;974;Réunion;04;La Réunion;REU
2020-T2;2020-04;E;Indifférent;9960;;;-980.0;;;;974;Réunion;04;La Réunion;REU
2010-T3;2010-07;ABC;Indifférent;125010;61980;63030;3310.0;12010.0;10850.0;57120.0;974;Réunion;04;La Réunion;REU
2010-T4;2010-10;ABC;Indifférent;128880;63490;65390;3870.0;11840.0;10510.0;61060.0;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;ABC;Entre 25 et 49 ans;77790;;;-1070.0;;;;974;Réunion;04;La Réunion;REU
2009-T4;2009-10;ABC;Entre 25 et 49 ans;79220;;;3270.0;;;;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;ABC;Entre 25 et 49 ans;99020;;;-800.0;;;;974;Réunion;04;La Réunion;REU
1999-T1;1999-01;ABC;Moins de 25 ans;24560;;;300.0;;;;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;ABC;Moins de 25 ans;17250;;;240.0;;;;974;Réunion;04;La Réunion;REU
2014-T2;2014-04;ABC;Moins de 25 ans;24030;;;100.0;;;;974;Réunion;04;La Réunion;REU
2016-T3;2016-07;ABC;Moins de 25 ans;21630;;;400.0;;;;974;Réunion;04;La Réunion;REU
2019-T4;2019-10;ABC;Moins de 25 ans;19850;;;-570.0;;;;974;Réunion;04;La Réunion;REU
2002-T4;2002-10;A;Indifférent;102640;;;-1710.0;;;;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;A;Indifférent;81350;;;-1170.0;;;;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;A;Indifférent;121630;;;1450.0;;;;974;Réunion;04;La Réunion;REU
2015-T2;2015-04;A;Indifférent;136250;;;1110.0;;;;974;Réunion;04;La Réunion;REU
2015-T4;2015-10;A;Indifférent;136080;;;-680.0;;;;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;ABC;Plus de 50 ans;9180;;;130.0;;;;974;Réunion;04;La Réunion;REU
2019-T1;2019-01;ABC;Plus de 50 ans;46150;;;540.0;;;;974;Réunion;04;La Réunion;REU
2003-T4;2003-10;ABC;Indifférent;104680;52130;52540;-2920.0;9990.0;10790.0;45170.0;974;Réunion;04;La Réunion;REU
2011-T1;2011-01;ABC;Indifférent;132460;64480;67980;3580.0;11790.0;10570.0;63960.0;974;Réunion;04;La Réunion;REU
2012-T4;2012-10;ABC;Indifférent;147970;72180;75790;4320.0;11130.0;9400.0;76660.0;974;Réunion;04;La Réunion;REU
2003-T4;2003-10;ABC;Entre 25 et 49 ans;75460;;;-2330.0;;;;974;Réunion;04;La Réunion;REU
2004-T3;2004-07;ABC;Entre 25 et 49 ans;73260;;;-340.0;;;;974;Réunion;04;La Réunion;REU
2017-T1;2017-01;ABC;Entre 25 et 49 ans;99820;;;-370.0;;;;974;Réunion;04;La Réunion;REU
2020-T3;2020-07;ABC;Entre 25 et 49 ans;96260;;;-630.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;ABC;Moins de 25 ans;24940;;;-110.0;;;;974;Réunion;04;La Réunion;REU
2011-T3;2011-07;ABC;Moins de 25 ans;23530;;;130.0;;;;974;Réunion;04;La Réunion;REU
2013-T3;2013-07;ABC;Moins de 25 ans;25040;;;-40.0;;;;974;Réunion;04;La Réunion;REU
2014-T3;2014-07;ABC;Moins de 25 ans;23900;;;-130.0;;;;974;Réunion;04;La Réunion;REU
2019-T2;2019-04;ABC;Moins de 25 ans;20760;;;-300.0;;;;974;Réunion;04;La Réunion;REU
1997-T3;1997-07;ABC;Plus de 50 ans;7230;;;170.0;;;;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;ABC;Plus de 50 ans;7630;;;-210.0;;;;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;ABC;Plus de 50 ans;7740;;;110.0;;;;974;Réunion;04;La Réunion;REU
1998-T3;1998-07;A;Indifférent;109080;;;1710.0;;;;974;Réunion;04;La Réunion;REU
1999-T2;1999-04;A;Indifférent;110060;;;1420.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;A;Indifférent;100050;;;290.0;;;;974;Réunion;04;La Réunion;REU
2004-T2;2004-04;A;Indifférent;92220;;;-30.0;;;;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;A;Indifférent;79730;;;2790.0;;;;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;A;Indifférent;128450;;;-1810.0;;;;974;Réunion;04;La Réunion;REU
1999-T1;1999-01;ABC;Plus de 50 ans;7500;;;130.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;ABC;Plus de 50 ans;7850;;;190.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;ABC;Plus de 50 ans;7940;;;90.0;;;;974;Réunion;04;La Réunion;REU
2005-T1;2005-01;ABC;Plus de 50 ans;8960;;;130.0;;;;974;Réunion;04;La Réunion;REU
2007-T1;2007-01;ABC;Plus de 50 ans;9100;;;70.0;;;;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;ABC;Plus de 50 ans;9190;;;90.0;;;;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;ABC;Plus de 50 ans;21700;;;920.0;;;;974;Réunion;04;La Réunion;REU
2012-T4;2012-10;ABC;Plus de 50 ans;25270;;;1400.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;ABC;Plus de 50 ans;46630;;;140.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;ABC;Entre 25 et 49 ans;83830;;;540.0;;;;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;ABC;Entre 25 et 49 ans;84710;;;-760.0;;;;974;Réunion;04;La Réunion;REU
2006-T1;2006-01;ABC;Entre 25 et 49 ans;69650;;;-570.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;ABC;Entre 25 et 49 ans;84080;;;2040.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;ABC;Entre 25 et 49 ans;92030;;;110.0;;;;974;Réunion;04;La Réunion;REU
2013-T4;2013-10;ABC;Entre 25 et 49 ans;99560;;;-780.0;;;;974;Réunion;04;La Réunion;REU
2016-T2;2016-04;ABC;Entre 25 et 49 ans;99320;;;-1770.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;ABC;Indifférent;165860;80340;85530;-2080.0;11270.0;11900.0;99420.0;974;Réunion;04;La Réunion;REU
1997-T1;1997-01;ABC;Indifférent;106240;53460;52770;1350.0;8230.0;7440.0;44380.0;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;ABC;Indifférent;165360;79900;85460;2000.0;11190.0;10480.0;91470.0;974;Réunion;04;La Réunion;REU
1999-T2;1999-04;B;Indifférent;2510;;;170.0;;;;974;Réunion;04;La Réunion;REU
2002-T2;2002-04;B;Indifférent;4130;;;100.0;;;;974;Réunion;04;La Réunion;REU
1997-T3;1997-07;C;Indifférent;2540;;;60.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;C;Indifférent;4700;;;420.0;;;;974;Réunion;04;La Réunion;REU
2006-T1;2006-01;C;Indifférent;6080;;;-60.0;;;;974;Réunion;04;La Réunion;REU
2007-T3;2007-07;C;Indifférent;6250;;;-150.0;;;;974;Réunion;04;La Réunion;REU
2013-T4;2013-10;C;Indifférent;10000;;;160.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;ABC;Moins de 25 ans;25410;;;830.0;;;;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;ABC;Moins de 25 ans;18700;;;240.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;ABC;Moins de 25 ans;22160;;;0.0;;;;974;Réunion;04;La Réunion;REU
2016-T4;2016-10;A;Indifférent;136670;;;1290.0;;;;974;Réunion;04;La Réunion;REU
2017-T1;2017-01;A;Indifférent;136870;;;200.0;;;;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;A;Indifférent;132600;;;-1530.0;;;;974;Réunion;04;La Réunion;REU
2004-T1;2004-01;D;Indifférent;4090;;;10.0;;;;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;D;Indifférent;3440;;;-510.0;;;;974;Réunion;04;La Réunion;REU
2009-T3;2009-07;E;Indifférent;7360;;;-450.0;;;;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;E;Indifférent;7760;;;290.0;;;;974;Réunion;04;La Réunion;REU
2016-T1;2016-01;E;Indifférent;15710;;;370.0;;;;974;Réunion;04;La Réunion;REU
2017-T2;2017-04;E;Indifférent;15500;;;190.0;;;;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;E;Indifférent;12060;;;-1520.0;;;;974;Réunion;04;La Réunion;REU
2020-T3;2020-07;E;Indifférent;9450;;;-510.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;ABC;Indifférent;118170;58950;59220;1820.0;9440.0;7920.0;54840.0;974;Réunion;04;La Réunion;REU
2005-T3;2005-07;ABC;Indifférent;99420;48250;51170;-1560.0;9820.0;10410.0;42800.0;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;ABC;Indifférent;118830;59230;59610;4550.0;12070.0;10550.0;50330.0;974;Réunion;04;La Réunion;REU
2020-T3;2020-07;ABC;Indifférent;164620;79200;85420;380.0;10940.0;11200.0;98290.0;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;ABC;Plus de 50 ans;7900;;;160.0;;;;974;Réunion;04;La Réunion;REU
2009-T4;2009-10;ABC;Plus de 50 ans;13760;;;910.0;;;;974;Réunion;04;La Réunion;REU
2016-T3;2016-07;ABC;Plus de 50 ans;38770;;;670.0;;;;974;Réunion;04;La Réunion;REU
2021-T3;2021-07;ABC;Plus de 50 ans;48110;;;70.0;;;;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;B;Indifférent;2870;;;150.0;;;;974;Réunion;04;La Réunion;REU
2005-T3;2005-07;B;Indifférent;5530;;;-50.0;;;;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;B;Indifférent;5690;;;0.0;;;;974;Réunion;04;La Réunion;REU
2009-T2;2009-04;B;Indifférent;6050;;;300.0;;;;974;Réunion;04;La Réunion;REU
2015-T2;2015-04;B;Indifférent;9890;;;230.0;;;;974;Réunion;04;La Réunion;REU
2021-T2;2021-04;B;Indifférent;12830;;;-50.0;;;;974;Réunion;04;La Réunion;REU
2007-T1;2007-01;C;Indifférent;6110;;;270.0;;;;974;Réunion;04;La Réunion;REU
1999-T3;1999-07;ABC;Entre 25 et 49 ans;83290;;;-300.0;;;;974;Réunion;04;La Réunion;REU
2000-T4;2000-10;ABC;Entre 25 et 49 ans;85710;;;1070.0;;;;974;Réunion;04;La Réunion;REU
2014-T1;2014-01;ABC;Entre 25 et 49 ans;99230;;;-330.0;;;;974;Réunion;04;La Réunion;REU
2021-T1;2021-01;ABC;Entre 25 et 49 ans;95010;;;-40.0;;;;974;Réunion;04;La Réunion;REU
1996-T2;1996-04;D;Indifférent;3580;;;890.0;;;;974;Réunion;04;La Réunion;REU
2001-T2;2001-04;ABC;Indifférent;119470;58430;61040;800.0;9290.0;8580.0;55410.0;974;Réunion;04;La Réunion;REU
2004-T3;2004-07;ABC;Indifférent;102650;50510;52140;-390.0;9810.0;10200.0;42100.0;974;Réunion;04;La Réunion;REU
2005-T4;2005-10;ABC;Indifférent;98840;47590;51250;-480.0;10020.0;9510.0;42770.0;974;Réunion;04;La Réunion;REU
1996-T4;1996-10;ABC;Moins de 25 ans;24610;;;400.0;;;;974;Réunion;04;La Réunion;REU
1998-T1;1998-01;ABC;Moins de 25 ans;25590;;;-550.0;;;;974;Réunion;04;La Réunion;REU
2002-T3;2002-07;ABC;Moins de 25 ans;23870;;;230.0;;;;974;Réunion;04;La Réunion;REU
2019-T1;2019-01;ABC;Moins de 25 ans;21060;;;90.0;;;;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;ABC;Moins de 25 ans;19610;;;-240.0;;;;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;A;Indifférent;109060;;;2530.0;;;;974;Réunion;04;La Réunion;REU
2009-T1;2009-01;A;Indifférent;86900;;;4550.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;E;Indifférent;6440;;;1990.0;;;;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;E;Indifférent;8250;;;2120.0;;;;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;E;Indifférent;7570;;;920.0;;;;974;Réunion;04;La Réunion;REU
2013-T1;2013-01;E;Indifférent;9840;;;340.0;;;;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;ABC;Indifférent;107680;53670;54010;-1980.0;10450.0;10690.0;46370.0;974;Réunion;04;La Réunion;REU
2004-T2;2004-04;ABC;Indifférent;103020;50920;52100;100.0;10560.0;9720.0;41990.0;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;ABC;Indifférent;91200;42730;48470;2250.0;9940.0;9240.0;36990.0;974;Réunion;04;La Réunion;REU
2010-T3;2010-07;ABC;Indifférent;125060;62050;63020;3290.0;12030.0;10830.0;57120.0;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;ABC;Indifférent;136230;66030;70190;780.0;10870.0;10290.0;70620.0;974;Réunion;04;La Réunion;REU
2012-T2;2012-04;ABC;Indifférent;140140;68160;71980;2110.0;11050.0;10460.0;72620.0;974;Réunion;04;La Réunion;REU
2021-T1;2021-01;ABC;Indifférent;163120;78500;84620;160.0;11530.0;11700.0;97700.0;974;Réunion;04;La Réunion;REU
2001-T2;2001-04;B;Indifférent;3700;;;730.0;;;;974;Réunion;04;La Réunion;REU
2016-T3;2016-07;B;Indifférent;10760;;;300.0;;;;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;C;Indifférent;2700;;;160.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;C;Indifférent;4740;;;40.0;;;;974;Réunion;04;La Réunion;REU
2019-T2;2019-04;C;Indifférent;16930;;;-350.0;;;;974;Réunion;04;La Réunion;REU
2020-T4;2020-10;C;Indifférent;18270;;;1410.0;;;;974;Réunion;04;La Réunion;REU
1997-T3;1997-07;D;Indifférent;2680;;;50.0;;;;974;Réunion;04;La Réunion;REU
2000-T3;2000-07;D;Indifférent;3640;;;420.0;;;;974;Réunion;04;La Réunion;REU
2006-T2;2006-04;D;Indifférent;3950;;;150.0;;;;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;D;Indifférent;4710;;;920.0;;;;974;Réunion;04;La Réunion;REU
2014-T3;2014-07;D;Indifférent;3920;;;710.0;;;;974;Réunion;04;La Réunion;REU
2006-T1;2006-01;B;Indifférent;5660;;;-110.0;;;;974;Réunion;04;La Réunion;REU
2010-T2;2010-04;B;Indifférent;6380;;;-50.0;;;;974;Réunion;04;La Réunion;REU
2011-T2;2011-04;B;Indifférent;7380;;;250.0;;;;974;Réunion;04;La Réunion;REU
2020-T3;2020-07;B;Indifférent;12050;;;1060.0;;;;974;Réunion;04;La Réunion;REU
2008-T4;2008-10;C;Indifférent;5410;;;-290.0;;;;974;Réunion;04;La Réunion;REU
2010-T1;2010-01;C;Indifférent;7250;;;600.0;;;;974;Réunion;04;La Réunion;REU
2015-T1;2015-01;C;Indifférent;11870;;;220.0;;;;974;Réunion;04;La Réunion;REU
2018-T3;2018-07;C;Indifférent;16530;;;560.0;;;;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;ABC;Indifférent;116800;58310;58500;-1560.0;8480.0;6670.0;53980.0;974;Réunion;04;La Réunion;REU
2003-T1;2003-01;ABC;Indifférent;110320;55600;54720;-3110.0;9950.0;10930.0;47540.0;974;Réunion;04;La Réunion;REU
2013-T4;2013-10;ABC;Indifférent;153320;75320;78000;-210.0;10370.0;10560.0;85180.0;974;Réunion;04;La Réunion;REU
1998-T2;1998-04;E;Indifférent;3480;;;1310.0;;;;974;Réunion;04;La Réunion;REU
2013-T3;2013-07;E;Indifférent;11060;;;920.0;;;;974;Réunion;04;La Réunion;REU
2014-T1;2014-01;E;Indifférent;13720;;;1090.0;;;;974;Réunion;04;La Réunion;REU
2020-T1;2020-01;E;Indifférent;10940;;;-270.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;D;Indifférent;3260;;;-10.0;;;;974;Réunion;04;La Réunion;REU
2000-T2;2000-04;D;Indifférent;3220;;;-40.0;;;;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;D;Indifférent;4150;;;90.0;;;;974;Réunion;04;La Réunion;REU
2013-T2;2013-04;D;Indifférent;3330;;;-30.0;;;;974;Réunion;04;La Réunion;REU
2004-T1;2004-01;ABC;Plus de 50 ans;8480;;;-80.0;;;;974;Réunion;04;La Réunion;REU
2010-T3;2010-07;ABC;Plus de 50 ans;16620;;;1090.0;;;;974;Réunion;04;La Réunion;REU
2020-T3;2020-07;ABC;Plus de 50 ans;47520;;;550.0;;;;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;ABC;Moins de 25 ans;26140;;;620.0;;;;974;Réunion;04;La Réunion;REU
2002-T1;2002-01;ABC;Moins de 25 ans;23950;;;-60.0;;;;974;Réunion;04;La Réunion;REU
2007-T1;2007-01;ABC;Moins de 25 ans;17790;;;-680.0;;;;974;Réunion;04;La Réunion;REU
2011-T2;2011-04;ABC;Moins de 25 ans;23400;;;220.0;;;;974;Réunion;04;La Réunion;REU
2012-T1;2012-01;ABC;Moins de 25 ans;23540;;;120.0;;;;974;Réunion;04;La Réunion;REU
1996-T1;1996-01;ABC;Indifférent;97300;48160;49150;;;;40410.0;974;Réunion;04;La Réunion;REU
1998-T1;1998-01;ABC;Indifférent;113570;57100;56470;190.0;7670.0;7750.0;52760.0;974;Réunion;04;La Réunion;REU
2009-T3;2009-07;ABC;Indifférent;108770;54470;54300;4130.0;11460.0;10140.0;43560.0;974;Réunion;04;La Réunion;REU
2011-T1;2011-01;ABC;Indifférent;132450;64430;68020;3640.0;11820.0;10560.0;63950.0;974;Réunion;04;La Réunion;REU
2019-T2;2019-04;ABC;Entre 25 et 49 ans;100660;;;-760.0;;;;974;Réunion;04;La Réunion;REU
2019-T3;2019-07;ABC;Entre 25 et 49 ans;98790;;;-1870.0;;;;974;Réunion;04;La Réunion;REU
2000-T1;2000-01;A;Indifférent;110620;;;1550.0;;;;974;Réunion;04;La Réunion;REU
2001-T3;2001-07;A;Indifférent;109340;;;40.0;;;;974;Réunion;04;La Réunion;REU
2008-T4;2008-10;A;Indifférent;82350;;;2620.0;;;;974;Réunion;04;La Réunion;REU
2014-T4;2014-10;A;Indifférent;135060;;;-130.0;;;;974;Réunion;04;La Réunion;REU
2020-T2;2020-04;A;Indifférent;140090;;;7490.0;;;;974;Réunion;04;La Réunion;REU
1997-T1;1997-01;E;Indifférent;1630;;;680.0;;;;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;E;Indifférent;8860;;;960.0;;;;974;Réunion;04;La Réunion;REU
1996-T3;1996-07;ABC;Plus de 50 ans;6530;;;210.0;;;;974;Réunion;04;La Réunion;REU
1998-T3;1998-07;ABC;Plus de 50 ans;7320;;;-130.0;;;;974;Réunion;04;La Réunion;REU
2014-T4;2014-10;ABC;Plus de 50 ans;32600;;;750.0;;;;974;Réunion;04;La Réunion;REU
2015-T2;2015-04;ABC;Plus de 50 ans;34360;;;1100.0;;;;974;Réunion;04;La Réunion;REU
2001-T1;2001-01;ABC;Indifférent;118670;58310;60360;390.0;8440.0;8390.0;55130.0;974;Réunion;04;La Réunion;REU
2005-T3;2005-07;ABC;Moins de 25 ans;19610;;;-510.0;;;;974;Réunion;04;La Réunion;REU
2008-T2;2008-04;ABC;Moins de 25 ans;17010;;;240.0;;;;974;Réunion;04;La Réunion;REU
2013-T1;2013-01;ABC;Moins de 25 ans;24990;;;550.0;;;;974;Réunion;04;La Réunion;REU
2014-T1;2014-01;ABC;Moins de 25 ans;23930;;;-870.0;;;;974;Réunion;04;La Réunion;REU
2001-T3;2001-07;ABC;Indifférent;119560;58850;60710;70.0;9230.0;9180.0;55210.0;974;Réunion;04;La Réunion;REU
2003-T2;2003-04;ABC;Indifférent;109660;55390;54270;-610.0;9220.0;9810.0;47330.0;974;Réunion;04;La Réunion;REU
2014-T1;2014-01;ABC;Indifférent;152830;74980;77860;-420.0;10500.0;10060.0;86160.0;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;B;Indifférent;1620;;;-10.0;;;;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;B;Indifférent;4550;;;430.0;;;;974;Réunion;04;La Réunion;REU
2010-T3;2010-07;C;Indifférent;7780;;;180.0;;;;974;Réunion;04;La Réunion;REU
2003-T4;2003-10;D;Indifférent;4080;;;490.0;;;;974;Réunion;04;La Réunion;REU
2004-T3;2004-07;D;Indifférent;4060;;;-50.0;;;;974;Réunion;04;La Réunion;REU
2008-T4;2008-10;D;Indifférent;2960;;;-460.0;;;;974;Réunion;04;La Réunion;REU
2013-T1;2013-01;D;Indifférent;3360;;;230.0;;;;974;Réunion;04;La Réunion;REU
2005-T3;2005-07;ABC;Entre 25 et 49 ans;70760;;;-1080.0;;;;974;Réunion;04;La Réunion;REU
1996-T2;1996-04;A;Indifférent;96300;;;2410.0;;;;974;Réunion;04;La Réunion;REU
2003-T3;2003-07;A;Indifférent;97260;;;-2790.0;;;;974;Réunion;04;La Réunion;REU
2007-T3;2007-07;A;Indifférent;76440;;;-910.0;;;;974;Réunion;04;La Réunion;REU
2011-T3;2011-07;ABC;Indifférent;135420;65690;69730;1750.0;11180.0;10520.0;68660.0;974;Réunion;04;La Réunion;REU
2012-T2;2012-04;ABC;Indifférent;140050;68120;71940;2010.0;11100.0;10520.0;72570.0;974;Réunion;04;La Réunion;REU
2015-T4;2015-10;ABC;Indifférent;159550;77360;82190;-440.0;11830.0;11700.0;88770.0;974;Réunion;04;La Réunion;REU
2002-T3;2002-07;ABC;Plus de 50 ans;8570;;;0.0;;;;974;Réunion;04;La Réunion;REU
2011-T4;2011-10;ABC;Moins de 25 ans;23420;;;-110.0;;;;974;Réunion;04;La Réunion;REU
2015-T2;2015-04;ABC;Moins de 25 ans;23260;;;-390.0;;;;974;Réunion;04;La Réunion;REU
2001-T1;2001-01;A;Indifférent;110470;;;10.0;;;;974;Réunion;04;La Réunion;REU
2001-T2;2001-04;A;Indifférent;109300;;;-1170.0;;;;974;Réunion;04;La Réunion;REU
2007-T2;2007-04;A;Indifférent;77350;;;-390.0;;;;974;Réunion;04;La Réunion;REU
2011-T1;2011-01;A;Indifférent;117180;;;3230.0;;;;974;Réunion;04;La Réunion;REU
2013-T3;2013-07;A;Indifférent;134640;;;190.0;;;;974;Réunion;04;La Réunion;REU
2014-T1;2014-01;A;Indifférent;133130;;;-910.0;;;;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;A;Indifférent;137940;;;1660.0;;;;974;Réunion;04;La Réunion;REU
2020-T4;2020-10;A;Indifférent;132270;;;-3440.0;;;;974;Réunion;04;La Réunion;REU
1999-T1;1999-01;ABC;Entre 25 et 49 ans;82410;;;910.0;;;;974;Réunion;04;La Réunion;REU
2007-T4;2007-10;E;Indifférent;9140;;;990.0;;;;974;Réunion;04;La Réunion;REU
2011-T2;2011-04;E;Indifférent;10250;;;770.0;;;;974;Réunion;04;La Réunion;REU
2007-T3;2007-07;ABC;Indifférent;88380;41390;46990;-1060.0;9630.0;9590.0;39080.0;974;Réunion;04;La Réunion;REU
1996-T3;1996-07;B;Indifférent;1440;;;50.0;;;;974;Réunion;04;La Réunion;REU
1996-T4;1996-10;B;Indifférent;1500;;;60.0;;;;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;B;Indifférent;5280;;;180.0;;;;974;Réunion;04;La Réunion;REU
2008-T3;2008-07;B;Indifférent;5760;;;-10.0;;;;974;Réunion;04;La Réunion;REU
2015-T1;2015-01;B;Indifférent;9660;;;240.0;;;;974;Réunion;04;La Réunion;REU
2018-T1;2018-01;B;Indifférent;12210;;;140.0;;;;974;Réunion;04;La Réunion;REU
2002-T1;2002-01;C;Indifférent;6500;;;190.0;;;;974;Réunion;04;La Réunion;REU
2014-T2;2014-04;C;Indifférent;10910;;;470.0;;;;974;Réunion;04;La Réunion;REU
2015-T2;2015-04;C;Indifférent;12550;;;680.0;;;;974;Réunion;04;La Réunion;REU
2015-T3;2015-07;C;Indifférent;13030;;;480.0;;;;974;Réunion;04;La Réunion;REU
2017-T4;2017-10;C;Indifférent;15010;;;560.0;;;;974;Réunion;04;La Réunion;REU
1998-T3;1998-07;D;Indifférent;2650;;;-80.0;;;;974;Réunion;04;La Réunion;REU
2001-T2;2001-04;D;Indifférent;2940;;;-200.0;;;;974;Réunion;04;La Réunion;REU
2018-T2;2018-04;D;Indifférent;4580;;;60.0;;;;974;Réunion;04;La Réunion;REU
2019-T4;2019-10;D;Indifférent;6090;;;-40.0;;;;974;Réunion;04;La Réunion;REU
1996-T2;1996-04;E;Indifférent;1580;;;-730.0;;;;974;Réunion;04;La Réunion;REU
2003-T1;2003-01;E;Indifférent;7900;;;-710.0;;;;974;Réunion;04;La Réunion;REU
2004-T4;2004-10;E;Indifférent;6740;;;300.0;;;;974;Réunion;04;La Réunion;REU
2008-T4;2008-10;E;Indifférent;8490;;;580.0;;;;974;Réunion;04;La Réunion;REU
2010-T4;2010-10;E;Indifférent;9520;;;380.0;;;;974;Réunion;04;La Réunion;REU
2015-T4;2015-10;E;Indifférent;15340;;;310.0;;;;974;Réunion;04;La Réunion;REU
1999-T4;1999-10;B;Indifférent;2580;;;50.0;;;;974;Réunion;04;La Réunion;REU
2006-T2;2006-04;B;Indifférent;5670;;;10.0;;;;974;Réunion;04;La Réunion;REU
1998-T1;1998-01;C;Indifférent;3190;;;490.0;;;;974;Réunion;04;La Réunion;REU
2004-T3;2004-07;C;Indifférent;6280;;;430.0;;;;974;Réunion;04;La Réunion;REU
2005-T3;2005-07;C;Indifférent;6120;;;110.0;;;;974;Réunion;04;La Réunion;REU
2006-T2;2006-04;C;Indifférent;5930;;;-150.0;;;;974;Réunion;04;La Réunion;REU
2006-T3;2006-07;C;Indifférent;5860;;;-70.0;;;;974;Réunion;04;La Réunion;REU
2021-T1;2021-01;C;Indifférent;19090;;;820.0;;;;974;Réunion;04;La Réunion;REU
1997-T4;1997-10;D;Indifférent;2480;;;-200.0;;;;974;Réunion;04;La Réunion;REU
1999-T1;1999-01;D;Indifférent;2870;;;90.0;;;;974;Réunion;04;La Réunion;REU
2008-T2;2008-04;D;Indifférent;3250;;;120.0;;;;974;Réunion;04;La Réunion;REU
