Code INSEE;Commune;Nombre de personnes;Lieu de travail;Sexe;Mode de transport;Code EPCI;Nom de l'EPCI;Nom du département;Nom de la région
97423;Les Trois-Bassins;86;Commune de résidence;Hommes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97404;L'Étang-Salé;100;Commune de résidence;Hommes;Pas de transport;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97407;Le Port;1882;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97411;Saint-Denis;8;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97412;Saint-Joseph;106;Autre commune du département de résidence;Hommes;Deux roues;249740085;CA du Sud;LA REUNION;LA REUNION
97407;Le Port;3;Autre (Dom, Com, étranger);Femmes;Marche à pied;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97420;Sainte-Suzanne;934;Commune de résidence;Hommes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97404;L'Étang-Salé;631;Commune de résidence;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97413;Saint-Leu;10;Autre commune du département de résidence;Hommes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97411;Saint-Denis;1351;Commune de résidence;Hommes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97404;L'Étang-Salé;3;Autre région en France métropolitaine;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97410;Saint-Benoît;130;Commune de résidence;Femmes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97417;Saint-Philippe;10;Autre commune du département de résidence;Femmes;Pas de transport;249740085;CA du Sud;LA REUNION;LA REUNION
97423;Les Trois-Bassins;636;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97408;La Possession;10;Autre région en France métropolitaine;Femmes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97424;Cilaos;35;Commune de résidence;Femmes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97418;Sainte-Marie;198;Commune de résidence;Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97420;Sainte-Suzanne;184;Autre commune du département de résidence;Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97413;Saint-Leu;18;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97405;Petite-Île;953;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97408;La Possession;3;Autre (Dom, Com, étranger);Hommes;Voiture, camion, fourgonnette;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97409;Saint-André;3550;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97412;Saint-Joseph;10;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97415;Saint-Paul;5;Autre région en France métropolitaine;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97404;L'Étang-Salé;1354;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97409;Saint-André;138;Autre commune du département de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;3;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97410;Saint-Benoît;5;Autre commune du département de résidence;Femmes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97416;Saint-Pierre;551;Commune de résidence;Hommes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97405;Petite-Île;3;Commune de résidence;Femmes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97421;Salazie;22;Commune de résidence;Hommes;Transports en commun;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97416;Saint-Pierre;5;Autre (Dom, Com, étranger);Hommes;Deux roues;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97422;Le Tampon;800;Commune de résidence;Femmes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97423;Les Trois-Bassins;25;Commune de résidence;Hommes;Deux roues;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97402;Bras-Panon;1179;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97415;Saint-Paul;20;Autre commune du département de résidence;Femmes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97422;Le Tampon;8;Autre région en France métropolitaine;Hommes;Marche à pied;249740085;CA du Sud;LA REUNION;LA REUNION
97411;Saint-Denis;23;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97415;Saint-Paul;463;Commune de résidence;Hommes;Pas de transport;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97416;Saint-Pierre;2;Autre (Dom, Com, étranger);Femmes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97407;Le Port;71;Commune de résidence;Hommes;Transports en commun;249740101;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
97410;Saint-Benoît;20;Autre commune du département de résidence;Femmes;Marche à pied;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97422;Le Tampon;158;Commune de résidence;Hommes;Transports en commun;249740085;CA du Sud;LA REUNION;LA REUNION
97422;Le Tampon;3881;Autre commune du département de résidence;Femmes;Voiture, camion, fourgonnette;249740085;CA du Sud;LA REUNION;LA REUNION
97401;Les Avirons;8;Autre région en France métropolitaine;Femmes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97405;Petite-Île;1086;Autre commune du département de résidence;Hommes;Voiture, camion, fourgonnette;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97401;Les Avirons;3;Autre région en France métropolitaine;Hommes;Transports en commun;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97421;Salazie;57;Commune de résidence;Femmes;Pas de transport;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97418;Sainte-Marie;5;Autre région en France métropolitaine;Femmes;Transports en commun;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
97409;Saint-André;18;Commune de résidence;Femmes;Deux roues;249740093;CA Intercommunale de la Réunion Est (Cirest);LA REUNION;LA REUNION
97404;L'Étang-Salé;135;Commune de résidence;Hommes;Marche à pied;249740077;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION;LA REUNION
97420;Sainte-Suzanne;5;Autre commune du département de résidence;Hommes;Pas de transport;249740119;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
